Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
2100188,2021,04/20/2022,Madison,914 BOSTON POST RD,1803700,1126600,1.601,Residential,Condo,07 - Change in Property,new construction after 10/1/2021,,POINT (-72.588854834 41.278501464)
21411,2021,08/29/2022,Darien,9 COACHLAMP LANE,772520,1775000,0.4352,Residential,Single Family,,,,POINT (-73.492198975 41.060288982)
210585,2021,12/17/2021,Bridgeport,1131 CENTRAL AVE #1133,174290,210000,0.8299,Residential,Three Family,,,,POINT (-73.166763034 41.182622985)
212275,2021,09/26/2022,Bridgeport,333 VINCELLETTE ST UNIT #027,58880,165000,0.3568,Residential,Condo,,,,POINT (-73.218168995 41.214528992)
210343,2021,01-03-2022,Hamden,25 SUNWOODS CR,141400,241000,0.586721992,Residential,Single Family,,,,POINT (-72.94015099 41.427669014)
210067,2021,01-12-2022,Canton,5 SHAGBARK LANE,233010,430000,0.5418,Residential,Single Family,,,,POINT (-72.896096042 41.893932997)
210226,2021,01/31/2022,Branford,25 FARM RIVER RD,164300,286000,0.5744,Residential,Single Family,,,,POINT (-72.850478959 41.26076202)
210205,2021,03-09-2022,Killingly,34 PRINCE ST,78820,160000,0.4926,Residential,Single Family,,,,POINT (-71.88158996 41.800864996)
210188,2021,06-02-2022,Clinton,9 BONNY LN,261600,535000,0.4889,Residential,Single Family,,,,POINT (-72.51200698 41.280170987)
210302,2021,06-01-2022,Killingly,37 KING ST,30870,436000,0.0708,Residential,Single Family,07 - Change in Property,,,POINT (-71.891884027 41.77603101)
210009,2021,10-01-2021,Bristol,242 HIGH ST,128100,205000,0.6248,Residential,Three Family,,,,POINT (-72.933712012 41.67409001)
210741,2021,06-02-2022,Fairfield,181 KNAPPS HIGHWAY,158900,400000,0.3972,Residential,Condo,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.233638971 41.18394699)
210213,2021,04-05-2022,New Canaan,205 MAIN ST-#6,633500,1140000,0.5557,Residential,Condo,,,,POINT (-73.490239034 41.144045988)
21381,2021,06-10-2022,Farmington,319 MT SPRING RD,648890,1300000,0.4991,Residential,Single Family,,,,POINT (-72.804874029 41.747941995)
2100290,2021,02/28/2022,Naugatuck,111 MALLANE LN 3F,76250,162500,0.4692,Residential,Condo,,,,POINT (-73.052553988 41.508530994)
210230,2021,07/18/2022,Clinton,90A OLD POST RD,308500,500000,0.617,Residential,Single Family,,,,POINT (-72.497786997 41.27939499)
210465,2021,12-01-2021,Bridgeport,334 NORMAN ST #336,230850,465000,0.4964,Residential,Four Family,25 - Other,FLIP,,POINT (-73.202509001 41.173526985)
21346,2021,08/17/2022,Monroe,22 HAWLEY LA,370000,750000,0.4933,Residential,Single Family,,,,POINT (-73.23878504 41.319226004)
21000352,2021,06/16/2022,Cheshire,57 QUARRY VILLAGE RD,134560,285000,0.4721,Residential,Condo,,,,POINT (-72.920961963 41.518144995)
210016,2021,11/19/2021,Bethlehem,468 MAIN ST S,129500,284900,0.4545,Residential,Single Family,,,,POINT (-73.193939008 41.61335101)
210505,2021,07-12-2022,Branford,711 ROBERT FROST DR,118600,300000,0.3953,Residential,Condo,,,,POINT (-72.842065037 41.27226702)
210239,2021,05/16/2022,Avon,7 HEATHCOTE,401570,733000,0.5478,Residential,Single Family,,,,POINT (-72.915637024 41.79117099)
21206,2021,04/18/2022,Monroe,1 BEECH TREE LN,497100,1055000,0.4711,Residential,Single Family,,,,POINT (-73.286481003 41.338174008)
210303,2021,03/30/2022,Glastonbury,5 DUTTON PLACE WAY,119600,195450,0.6119,Residential,Condo,,,,POINT (-72.578407998 41.715135016)
210797,2021,04/27/2022,Bristol,19 HAIG AVE,100800,145000,0.6951,Residential,Two Family,25 - Other,ESTATE SALE,,POINT (-72.93207796 41.688768986)
210060,2021,11/18/2021,New Canaan,186 LAUREL RD,661850,1350000,0.4902,Residential,Single Family,,,,POINT (-73.48888301 41.175256004)
211233,2021,03/25/2022,Bridgeport,275 ALEXANDER AVE,189050,411000,0.4599,Residential,Single Family,,,,POINT (-73.215299031 41.200905005)
210139,2021,08/30/2022,Easton,6 LAKEVIEW DRIVE,666470,1100000,0.6058,Residential,Single Family,,,,POINT (-73.260405992 41.246208982)
210285,2021,05/16/2022,Killingly,65 R & R PARK,36820,72500,0.5078,Residential,Single Family,,MOBILE HOME,,POINT (-71.880535014 41.872959003)
210036,2021,10/29/2021,Berlin,10 PEBBLE BROOK CT,252300,445000,0.5669,Residential,Single Family,,,,POINT (-72.764643995 41.590544983)
210108,2021,10/27/2021,Bristol,126 FAIR ST,114590,176000,0.651,Residential,Single Family,,,,POINT (-72.899076982 41.680345005)
210698,2021,04-08-2022,New Britain,69 ROBERTS ST,126840,289000,0.4388,Residential,Three Family,,,,POINT (-72.776971009 41.654995993)
210746,2021,03/16/2022,Danbury,1 BAXTER ST,262600,615000,0.4269,Residential,Single Family,25 - Other,2 PARCELS SOLD TOGETHER / I05169 & I05170,,POINT (-73.447108024 41.44364798)
211041,2021,08/18/2022,Fairfield,33 WILSON STREET,302680,650000,0.4656,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.226034992 41.204776019)
210169,2021,05-02-2022,Ellington,24 LUDWIG RD,65890,222000,0.2968,Vacant Land,,28 - Use Assessment,PROPERTY UNDER PA-490 FOREST LAND,,POINT (-72.398815567 41.928658667)
211912,2021,07/18/2022,Bridgeport,98 HOLLY ST #100,131950,293000,0.4503,Residential,Two Family,,,,POINT (-73.170258958 41.183065004)
210387,2021,01-04-2022,New Britain,93B-23 CLINIC DR,41440,29600,1.4,Residential,Condo,01 - Family,,,POINT (-72.784691999 41.64816998)
210078,2021,11-01-2021,Middletown,728 LONG HILL RD,101330,160000,0.6333,Residential,Condo,,,,POINT (-72.670606695 41.523788586)
211103,2021,06/13/2022,Danbury,27 CROWS NEST LA 12B,106000,255000,0.4156,Residential,Condo,,L15008-128,,POINT (-73.417649992 41.388793998)
210112,2021,03-04-2022,Litchfield,461 BANTAM RD,416750,700000,0.5953,Commercial,,,,,POINT (-73.215187971 41.735189013)
210243,2021,03/24/2022,Killingly,105 STATE AVE,98070,235000,0.4173,Residential,Single Family,,,,POINT (-71.904422013 41.838922986)
210200,2021,11-08-2021,Danbury,18 TANGLEWOOD DR,383700,625000,0.6139,Residential,Single Family,,C12101,,POINT (-73.521606966 41.405113019)
210112,2021,02-11-2022,Ellington,6 HILLTOP DR,128440,270000,0.4757,Residential,Single Family,,,,POINT (-72.453683015 41.874214989)
2100437,2021,05/24/2022,Naugatuck,461 SPRING STREET #3D,49810,150000,0.332,Residential,Condo,,,,POINT (-73.057540969 41.511073015)
210590,2021,08/18/2022,Glastonbury,278 EASTBURY HILL RD,243700,474900,0.5131,Residential,Single Family,,,,POINT (-72.52754904 41.684273016)
210113,2021,11/22/2021,Glastonbury,377 TRYON ST,221300,430000,0.5146,Residential,Single Family,,,,POINT (-72.618448014 41.659184011)
210116,2021,07-05-2022,Easton,183 BANKS ROAD,355950,750000,0.4746,Residential,Single Family,,,,POINT (-73.294528971 41.241481002)
210120,2021,05/24/2022,Brooklyn,154 BARRETT HILL RD,72600,250000,0.2904,Commercial,,,,,POINT (-71.942235963 41.813392002)
210173,2021,12-03-2021,Middletown,39 MARGARITE RD EXT,156110,285000,0.5477,Residential,Single Family,,,,POINT (-72.643135988 41.511079008)
210179,2021,08/23/2022,Canton,6 ERICKSON DRIVE,157300,325000,0.484,Residential,Single Family,,,,POINT (-72.930970962 41.822009018)
21000104,2021,03-11-2022,Granby,8 FARMVIEW LN,196560,378500,0.5193,Residential,Single Family,,,,POINT (-72.81996397 41.969167996)
211399,2021,04/19/2022,Bridgeport,802 NORMAN ST,111070,240000,0.4627,Residential,Single Family,,,,POINT (-73.205635032 41.179309995)
210146,2021,03/18/2022,East Hampton,47 OLD YOUNG ST,28500,28500,1,Vacant Land,,25 - Other,SOLD TO ABUTTER,,POINT (-72.497864607 41.534385789)
210612,2021,04/28/2022,Fairfield,635 SPRINGER ROAD,715050,1325000,0.5396,Residential,Single Family,,,,POINT (-73.261734021 41.189100016)
210050,2021,11/17/2021,Ellington,34 BROOK CROSSING EXT,89700,110000,0.8154,Vacant Land,,03 - Inter Corporation,INTER CORPORATION SALE,,POINT (-72.488521977 41.93068999)
200252,2020,07/27/2021,East Haddam,65 NORTH MOODUS RD,118300,212500,0.5567,Residential,Three Family,,,,POINT (-72.45253 41.51198)
200017,2020,10/15/2020,Litchfield,GOSLEE RD,1110,142500,0.0077,Vacant Land,,28 - Use Assessment,,,
200217,2020,01/19/2021,East Haven,560 SILVER SANDS RD #1902,151720,275000,0.551709091,Residential,Condo,,,,POINT (-72.87918 41.24899)
200424,2020,12/31/2020,Manchester,99 POND LANE,147300,299000,0.4926,Residential,Single Family,,,,
20153,2020,11/18/2020,Hartford,69 HEATH ST,36750,177500,0.207,Residential,Single Family,,,,
201375,2020,08/17/2021,Danbury,67 WINDING RIDGE WA,316500,601000,0.5266,Residential,Condo,,B15002-50,,
200504,2020,06-04-2021,East Haven,11 DODGE AVE,96650,125000,0.7732,Residential,Single Family,18 - In Lieu Of Foreclosure,,,
202087,2020,02/16/2021,Avon,261 NEW ROAD,271110,525000,0.5164,Residential,Single Family,,,,
200378,2020,12/21/2020,Manchester,165 CASTLE HILL,123400,424900,0.290421276,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,,POINT (-72.48114 41.78057)
202099,2020,12-10-2020,Enfield,15 CORA ST,106610,159900,0.6667,Residential,Single Family,,,,
200029,2020,10/26/2020,Colchester,20 MAHONEY RD LOT 4,42300,85000,0.4976,Vacant Land,,03 - Inter Corporation,,,POINT (-72.25466 41.56062)
201310,2020,07-02-2021,Greenwich,53 EDGEWATER DRIVE,1452710,3010000,0.4826,Residential,Single Family,,,,
200086,2020,10/27/2020,Manchester,96 WHITE STREET,107400,194000,0.5536,Residential,Single Family,,,,
200702,2020,04/19/2021,Bristol,14 LAIRD DR,202440,360000,0.5623,Residential,Three Family,,,,
200051,2020,11/16/2020,Coventry,59 WINDY HILL RD,66000,120000,0.55,Vacant Land,,,,,POINT (-72.33909 41.83181)
200025,2020,10/15/2020,Guilford,836 MULBERRY POINT RD,581290,1600000,0.36330625,Residential,Single Family,07 - Change in Property,,"PER MLS HOUSE HAS 3 BEDROOMS, 2.5 BATHS AND CENTRAL A/C",
200491,2020,08-02-2021,Guilford,362 WEST ST,409560,850000,0.4818,Residential,Single Family,,,,POINT (-72.74218 41.35571)
20491,2020,07/14/2021,Darien,1 WRENFIELD LANE,2193730,2965000,0.7398,Residential,Single Family,,,,
202004,2020,03/29/2021,East Windsor,87 MAIN ST,101300,251000,0.4035,Residential,Three Family,25 - Other,RENOVATIONS AFTER 10/1,,POINT (-72.54607 41.91861)
20067,2020,10/27/2020,East Hartford,16 KENYON PL,89130,205000,0.4347,Residential,Single Family,07 - Change in Property,,,
20713,2020,07-12-2021,East Hartford,781 TOLLAND ST,110960,230000,0.4824,Residential,Single Family,,,,
200596,2020,07-01-2021,Branford,8 TIDELANDS,74200,135000,0.5496,Residential,Condo,,,,POINT (-72.89136 41.78685)
201149,2020,08-06-2021,Bristol,11 MORNINSIDE DR WEST,100310,172000,0.5831,Residential,Single Family,,,,POINT (-72.90903 41.6913)
200326,2020,03-12-2021,Groton,149 CLIFT ST,154560,220000,0.702545455,Residential,Single Family,25 - Other,SALES QUESTIONNAIRE STATES PRIVATE SALE,,POINT (-71.97295 41.35991)
200578,2020,09/15/2021,Guilford,19 DRIFTWOOD LN,183280,400000,0.4582,Residential,Single Family,01 - Family,,,POINT (-72.70087 41.31704)
20139,2020,08/17/2021,Lebanon,FOWLER RD (265-28.004),38610,395000,0.0977,Vacant Land,,25 - Other,2 PARCELS,,POINT (-72.23176 41.5951)
202003,2020,11-04-2020,Enfield,37 SPIER AVE,133390,257900,0.5172,Residential,Single Family,,,,
200839,2020,05/27/2021,Bristol,295 REDSTONE HILL RD UNJ 12,41230,100000,0.4123,Residential,Condo,,,,
200755,2020,05-04-2021,Bristol,LOT 255A MATTHEWS ST,37110,194271,0.191,Vacant Land,,06 - Portion of Property,SPLIT,,POINT (-72.96337 41.68482)
200865,2020,04/19/2021,Greenwich,15 HUCKLEBERRY LANE,1214360,1395000,0.8705,Residential,Single Family,,,,
2000353,2020,06-02-2021,Cheshire,286 SPRUCE ST,180030,399000,0.451203008,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #200092,POINT (-72.91465 41.5157)
202029,2020,12/15/2020,Madison,24 SHEPHERDS TR,360500,546000,0.6602,Residential,Single Family,,,,POINT (-72.6202 41.35577)
200015,2020,10/14/2020,Canton,75 ANDREW DRIVE,244510,424900,0.5754,Residential,Single Family,,,,
200096,2020,06-03-2021,Bethany,444 SPERRY RD,152970,292500,0.5229,Residential,Single Family,,,,
200365,2020,07/15/2021,Killingly,1013 HARTFORD PIKE,178990,350000,0.5114,Residential,Single Family,,,,POINT (-71.85075 41.84088)
2020239,2020,05-06-2021,Berlin,38 MADISON DR,164900,285000,0.5785,Residential,Single Family,,,,
200031,2020,11-06-2020,Hebron,6 WOODSIDE RD,200760,330000,0.6083,Residential,Single Family,,,,POINT (-72.33175 41.6212)
200218,2020,07/20/2021,Litchfield,19 SAW MILL RD,646950,950000,0.681,Residential,Single Family,28 - Use Assessment,,,POINT (-73.26691 41.76008)
200093,2020,11/18/2020,East Lyme,319 FLANDERS RD,196280,450000,0.4361,Commercial,,,,,
202088,2020,01-08-2021,Farmington,4 GRANDVIEW DR UNIT 51-D,67670,111000,0.6096,Residential,Condo,,,,
201186,2020,07-12-2021,Danbury,28 MAIN ST,695500,3200000,0.21734375,Commercial,,,I15336,GAS STATION,
200004,2020,10-01-2020,Branford,7 ORCHARD HEIGHTS,83000,152500,0.5442,Residential,Condo,,,,
20887,2020,09-07-2021,East Hartford,49 SUNNYDALE RD,76630,155000,0.4943,Residential,Single Family,,,,POINT (-72.62992 41.73288)
200012,2020,10-09-2020,Colchester,407 AMSTON RD,112200,229000,0.489956332,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #19126,
202057,2020,06-01-2021,East Windsor,1 CRICKET RD,84920,175000,0.4852,Residential,Single Family,07 - Change in Property,RENOVATIONS AFTER 10/1,,POINT (-72.60361 41.92489)
200034,2020,11-02-2020,Essex,2 BUSHY HILL RD,181300,340000,0.5332,Residential,Single Family,,,,
2000333,2020,07/26/2021,Bloomfield,4 COLONIAL DRIVE SOUTH,419510,569000,0.7372,Residential,Condo,,,,
200006,2020,10-06-2020,Bloomfield,17 COLD SPRING DR,197610,326000,0.6061,Residential,Single Family,,,,POINT (-72.77089 41.82327)
200510,2020,02/23/2021,Bristol,23 SHERMAN ST,87920,141500,0.6213,Residential,Single Family,,,,POINT (-72.95599 41.6807)
200575,2020,06/14/2021,Glastonbury,330 SPRING STREET EXT,126800,245000,0.5175,Residential,Single Family,,,,POINT (-72.59905 41.72306)
200202,2020,05-05-2021,Coventry,79 FREDERICK DR,318500,510000,0.6245,Residential,Single Family,,,,
20267,2020,04-12-2021,Bethel,23 BENEDICT ROAD,165969,479900,0.3458,Residential,Single Family,07 - Change in Property,,,POINT (-73.39495 41.4061)
200203,2020,02/22/2021,East Lyme,3 NATHAN HALE DR,247870,440000,0.5633,Residential,Single Family,07 - Change in Property,SALE OF NEW CONSTRUCTION HOUSE,,
200359,2020,03/29/2021,Groton,61 THREE ACRE RD,135030,248000,0.5444,Residential,Single Family,,,,
202054,2020,06/17/2021,Easton,315 NORTH PARK AVENUE,569040,510000,1.1157,Residential,Single Family,01 - Family,,,
200416,2020,12/23/2020,Greenwich,510 STANWICH ROAD,4830000,4545000,1.0627,Residential,Single Family,06 - Portion of Property,,,POINT (-73.60746 41.10375)
201182,2020,08/27/2021,Manchester,23 GRANT ROAD,102800,220000,0.4672,Residential,Single Family,,,,POINT (-72.5365 41.78354)
201256,2020,07-09-2021,Griswold,168 KENWOOD,325780,850000,0.383270588,Residential,Single Family,,,GOOD SALE PER MLS,
201226,2020,09-07-2021,Manchester,16 AMBASSADOR DRIVE UNIT D,83300,190000,0.4384,Residential,Condo,,,,
200301,2020,12/15/2020,Bristol,482 AKE AVE UN 4,79590,118000,0.674491525,Residential,Condo,,,,
201737,2020,09/16/2021,Greenwich,9 HOBART DRIVE,2344650,5700000,0.4113,Residential,Single Family,,,,
201055,2020,06/14/2021,Danbury,40 WELL AV,171500,380000,0.4513,Residential,Single Family,,G14372,,POINT (-73.4695 41.39234)
20321,2020,05/14/2021,Bethel,16-18 TROWBRIDGE,1577240,1900000,0.8301,Commercial,,,,,POINT (-73.42247 41.35428)
20715,2020,04/27/2021,Hartford,1400 MAIN ST,221060,210068,1.0523,Vacant Land,,09 - Tax,(NO CONVEYANCE) TAX COLLECTOR'S DEED,,POINT (-72.67694 41.77372)
200445,2020,05-04-2021,Branford,14 LOMARTRA LA,88200,623056,0.1415,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION/ LAND ONLY/CO ISSUED 4/23/21,,
2020224,2020,05/25/2021,Ansonia,32 WOODBRIDGE AVE,98200,235000,0.4178,Residential,Single Family,,,,
200581,2020,02-08-2021,Danbury,8 ASHLEY,290100,515000,0.5633,Residential,Single Family,,D17065,,POINT (-73.5057 41.37746)
202083,2020,03/18/2021,Killingly,53 OTIS ST,149730,229900,0.6512,Residential,Two Family,,,,
200078,2020,01/20/2021,Canton,50 EAST HILL ROAD UNIT 1G,83560,121500,0.6877,Residential,Condo,,,,POINT (-72.90915 41.83003)
202049,2020,10/29/2020,Greenwich,422 NORTH STREET,3280410,4640000,0.7069,Residential,Single Family,,,,POINT (-73.61966 41.06403)
20737,2020,04/30/2021,Hartford,55 KENNETH ST,63560,277000,0.2294,Residential,Three Family,,,,POINT (-72.68638 41.74101)
20121,2020,03/16/2021,Derby,304 BEAU VIEW CONDO,84980,165000,0.515,Residential,Condo,,,,
20459,2020,04-05-2021,East Hartford,19 LIVINGSTON RD,95510,52510,1.8188,Residential,Single Family,18 - In Lieu Of Foreclosure,,,
200515,2020,06-07-2021,Groton,3 WATER ST U303,0,650000,0,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION,,
200647,2020,07/30/2021,Groton,79 LEAFWOOD LN S214,49350,129000,0.38255814,Residential,Condo,,,,POINT (-72.05342 41.3682)
201155,2020,07-01-2021,Danbury,55 MILL PLAIN RD 31-18,90700,165000,0.5496,Residential,Condo,,D15004-233,,POINT (-73.50371 41.39079)
202021,2020,04/19/2021,East Windsor,10 EILEEN DR,88450,168500,0.5249,Residential,Condo,,,,
200082,2020,01/29/2021,Canton,22 POND VIEW DRIVE,255700,460000,0.5558,Residential,Single Family,,,,
20078,2020,01-08-2021,Derby,63 MINERVA ST,135590,163000,0.8318,Residential,Two Family,,,,POINT (-73.08834 41.32113)
200327,2020,08/31/2021,Coventry,125 LOVE LN,195100,410000,0.4758,Residential,Single Family,,,,
200278,2020,11/25/2020,Greenwich,41 SUNDANCE DRIVE,626430,1129000,0.554853853,Residential,Single Family,25 - Other,NOT ON MARKET,,
202097,2020,05-03-2021,Coventry,1171 GRANT HILL RD,97800,175000,0.5588,Vacant Land,,,,,
200264,2020,03-08-2021,Farmington,93 WELLINGTON DR,75860,120000,0.6321,Residential,Condo,,,,POINT (-72.84101 41.71161)
20009,2020,11/19/2020,Lisbon,140 KIMBALL RD,50720,50000,1.0144,Vacant Land,,,,,POINT (-72.0118 41.63591)
200228,2020,08/20/2021,East Windsor,10 BROOK WOOD CRT,261890,520000,0.5036,Residential,Single Family,,,,
201493,2020,09-09-2021,Danbury,14 CRESTDALE DR,203700,440000,0.4629,Residential,Single Family,,E15054,,
200484,2020,05-03-2021,Enfield,4 CARRIAGE DR,135370,267500,0.506,Residential,Single Family,,,,POINT (-72.56846 41.96314)
202099,2020,08-10-2021,Essex,80 INGHAM HILL RD,240900,855000,0.281754386,Residential,Single Family,,,GOOD SALE PER MLS,POINT (-72.4218 41.32872)
200732,2020,08-02-2021,Glastonbury,51 GREGORY HILL DR,217900,480000,0.4539,Residential,Single Family,,,,
200308,2020,12-02-2020,Danbury,3 BEECH ST,173300,349000,0.4965,Residential,Single Family,,I11202,,POINT (-73.44687 41.41091)
2000296,2020,06/28/2021,Bloomfield,51 GABB ROAD,2417440,2300000,1.051,Commercial,,,,,
2000338,2020,05/25/2021,Cheshire,376 SIR WALTER DR,204500,462500,0.442162162,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #2000115,
200063,2020,02/19/2021,Bethany,97 CHESHIRE RD,159970,338900,0.472,Residential,Single Family,,,,POINT (-72.98095 41.45673)
200303,2020,02/17/2021,Branford,109 WATCH HILL RD,142600,218000,0.6541,Residential,Condo,,,,
200921,2020,06/15/2021,Bristol,565 CLARK AVE UN 11,67760,152000,0.4457,Residential,Condo,,,,POINT (-72.98419 41.68508)
200079,2020,12/15/2020,East Haddam,6 EVERGREEN LANE,183150,329900,0.5551,Residential,Single Family,,,,
20210,2020,12/14/2020,East Hartford,14 TRANSIT LN,89330,189900,0.4704,Residential,Single Family,,,,
200315,2020,02/17/2021,Glastonbury,1447 NEIPSIC RD,83600,124500,0.6714,Vacant Land,,,,,POINT (-72.53616 41.69492)
200231,2020,12/22/2020,Enfield,61 KALISH AVE,115000,230000,0.5,Residential,Single Family,,,,POINT (-72.59335 42.02142)
20834,2020,06-02-2021,Hartford,140 ENFIELD ST,74199,187000,0.3967,Residential,Three Family,07 - Change in Property,"BELOW MARKET SOLD ""AS IS""",,POINT (-72.68415 41.78527)
